,Company Name,Author Name,Text,Message ID,Published At,Retweet Count,Favorite Count,Processed Text
6,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$RET (18.28%) up
$VALOR (12.36%) up
$XMX (11.98%) up
$CRPT (11.71%) up
$LINA… https://t.co/SjoSuvPdcS",1169211028393082880,2019-09-04 11:30:06,0,9,Today's top cryptocurrency gainers:  $RET (18.28%) up $VALOR (12.36%) up $XMX (11.98%) up $CRPT (11.71%) up $LINA…
7,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$XMX (15.95%) up
$CRPT (14.75%) up
$VSYS (12.48%) up
$CRPT (11.71%) up
$MAID… https://t.co/AbaQhFn0hd",1169029838365237249,2019-09-03 23:30:07,0,0,Today's top cryptocurrency gainers:  $XMX (15.95%) up $CRPT (14.75%) up $VSYS (12.48%) up $CRPT (11.71%) up $MAID…
8,DROP,ICOLOG,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto… https://t.co/cL9CZDBXWw",1168993465994240002,2019-09-03 21:05:35,0,0,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto…"
10,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$RDD (20.50%) up
$XMX (15.60%) up
$VSYS (13.85%) up
$KMD (13.19%) up
$CRPT (… https://t.co/LvVBJoVtKd",1168848651688534016,2019-09-03 11:30:09,0,7,Today's top cryptocurrency gainers:  $RDD (20.50%) up $XMX (15.60%) up $VSYS (13.85%) up $KMD (13.19%) up $CRPT (…
11,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$DRG (20.34%) up
$XMX (18.63%) up
$FTM (14.87%) up
$GRIN (14.21%) up
$BEAM (… https://t.co/pLbgkrD82T",1168667447504908292,2019-09-02 23:30:06,0,1,Today's top cryptocurrency gainers:  $DRG (20.34%) up $XMX (18.63%) up $FTM (14.87%) up $GRIN (14.21%) up $BEAM (…
13,DROP,Joe Gambiste,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (12.08…",1168307961980231680,2019-09-01 23:41:38,1,0,   Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (12.08…
14,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (1… https://t.co/Ahq2vLvOhG",1168305057684754432,2019-09-01 23:30:06,1,1,Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (1…
0,DROP,cryptonian,"Good to know #moon! 🤑🤑🤑

#btc #eth #xrp #ada #cardano #bitcoin #crypto #cryptocurrency #cryptocurrencies… https://t.co/yKKKHjLvm5",1169880110209519616,2019-09-06 07:48:48,0,2,Good to know   🤑🤑🤑                 currency  currencies…
1,DROP,webnow,#BTC The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.… https://t.co/9iTBiiPeKn,1169878788026429440,2019-09-06 07:43:33,0,0,  The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.…
2,DROP,CryptoManiac_333,Get Your Nexo Card Earlier https://t.co/d76EqHo7e3 via @NexoFinance  interested in earning interest on your CryptoC… https://t.co/ilSoWTDltf,1169772427037032449,2019-09-06 00:40:54,0,0,Get Your Nexo Card Earlier   via    interested in earning interest on your CryptoC…
3,DROP,Macalonzo@MHA67,"RT @stephenchip: IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV",1169562601203916801,2019-09-05 10:47:08,1,0,   IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  
4,DROP,Berminal: Crypto News,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit https://t.co/6ZhDfFzSr6… https://t.co/Y5NdJkf5IV,1169488370713550848,2019-09-05 05:52:10,0,0,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit  …
5,DROP,Chip – XRP Minute | OTC,"IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV",1169406362801102848,2019-09-05 00:26:18,1,3,IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  
6,DROP,tareqalhamadeen,"RT @Albu_Studio: The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio #cryptocurrenc…",1169336200857100292,2019-09-04 19:47:30,1,0,   The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-        
7,DROP,Albu Studio,"The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio… https://t.co/mL4H6ODsZk",1169315854393192448,2019-09-04 18:26:39,1,1,The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-      
8,DROP,Coinhooked,"RT @coins_flare: View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $N…",1169200821877321729,2019-09-04 10:49:33,2,0,   View listing details now on: NEXO listed on Coinexchange       currency $N…
10,DROP,CoinsFlare,"View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $NEXO",1169106187868102657,2019-09-04 04:33:30,2,22,View listing details now on: NEXO listed on Coinexchange       currency $NEXO
11,DROP,Blockmanity,RT @Michael4811: #Banking and #payments. evolving  #paymentsystems - a big ace for #global player #Mastercard in the #crypto -  #creditcard…,1169097948291948547,2019-09-04 04:00:46,2,0,     and   evolving    - a big ace for   player   in the   -   
12,DROP,mark davison,Will bcnex list nexo? #Bcnex $BCNX #Cryptocurrency #Exchange #ICO #ETH #VotingCoin https://t.co/v2SP0I0j5f @Nghiemtructung,1168954502130688007,2019-09-03 18:30:46,0,1,Will bcnex list nexo?   $BCNX              
13,DROP,Topicktea,"RT @topicktea: Dwonload,join and singup ...
#staywithtopick @Curis_Wang
#cryptocurrency #moneycrypto #BTC #USDT #XRP #LTC #BTR #ETH #ETC #c…",1168864898614362112,2019-09-03 12:34:42,1,0,"   Dwonload,join and singup ...                        "
0,DROP,Coinhooked,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ",1169882626414395393,2019-09-06 07:58:48,0,0,   currency  
1,DROP,Coinnounce - Blockchain Entrepreneur Stories,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs",1169879478887018497,2019-09-06 07:46:17,0,0,Massive drop in trading volume on major crypto exchanges      
2,DROP,Cryptodot,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency,1169868457854111746,2019-09-06 07:02:30,0,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        currency
3,DROP,🔗bitsmart.io,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4,1169845223481982976,2019-09-06 05:30:10,0,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        
4,DROP,Dopeless Not Hopeless,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou",1169819081593085952,2019-09-06 03:46:17,0,0, DawaynePerza:  Check out my blog! purchase a   using   Drop me a comment on one of my…
0,DROP,Arb Cruncher,RT @amruthasuri: Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV,1167950535074312192,2019-09-01 00:01:21,2,0,   Arbiswap BTC-CHSB Arbitrage Deal Alert!     via
2,DROP,SB,Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV,1167949452448940032,2019-08-31 23:57:03,2,0,Arbiswap BTC-CHSB Arbitrage Deal Alert!     via
3,DROP,Arb Cruncher,RT @arbiswap: Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn,1167927899283804161,2019-08-31 22:31:24,3,0,   Arbiswap BTC-CHSB Arbitrage Deal Alert!    
5,DROP,Caulon,Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn,1167924633233838087,2019-08-31 22:18:26,3,0,Arbiswap BTC-CHSB Arbitrage Deal Alert!    
6,DROP,Startup Feeds,"RT @jmestrella92: ""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech #Wealt…",1167480724699508736,2019-08-30 16:54:30,1,0,"   ""What you are what you do"" Thanks               "
7,DROP,J.M.Estrella92,"""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech… https://t.co/bVHIcLnDVY",1167480702344060929,2019-08-30 16:54:24,1,0,"""What you are what you do"" Thanks             "
8,DROP,Oliver,"#Giveaway 
#Shareyourwealth
#chsb
#cryptocurrency 
#CryptoNews 
#btc
#eth

#keepitgoing @pulte @swissborg @SwissborgJ",1167415970366967808,2019-08-30 12:37:11,0,0,                      
9,DROP,Hemant Parakh,"RT @airdropking_io: 📣 NEW #AIRDROP - ⭐⭐⭐⭐⭐  5/5 stars

[Reminder] 
#Swissborg (1750 $CHSB) (estimated value: 💰 $14)

Click here: 👉  https:/…",1166752166775685120,2019-08-28 16:39:28,2,0,   📣 NEW   - ⭐⭐⭐⭐⭐  5/5 stars  [Reminder]   (1750 $CHSB) (estimated value: 💰 $14)  Click here: 👉  https:/…
10,DROP,99airdrops,"@swissborg airdrop with a score ⭐ 10 is live now!

The airdrop will be live until 28th of September. Grab  your 💰 1… https://t.co/2HTgYW7dNc",1166708663186329600,2019-08-28 13:46:36,0,0,  airdrop with a score ⭐ 10 is live now!  The airdrop will be live until 28th of September. Grab  your 💰 1…
0,DROP,Trading Newz #Crypto #Blockchain #Technology,"RT @ethadvocate: Always great to see a new #MCO #VISA Card recipient post their card arrival &amp; share their crypto action.

Thanks Chris 👍…",1169886273877626880,2019-09-06 08:13:17,1,0,   Always great to see a new     Card recipient post their card arrival &amp; share their crypto action.  Thanks Chris 👍…
1,DROP,CryptoAdvocate 🇦🇺,"Always great to see a new #MCO #VISA Card recipient post their card arrival &amp; share their crypto action.

Thanks Ch… https://t.co/Efvh70xlX4",1169885979613614080,2019-09-06 08:12:07,1,1,Always great to see a new     Card recipient post their card arrival &amp; share their crypto action.  Thanks Ch…
2,DROP,Paulo Santoshi,"RT @ethadvocate: Welcome to @golemproject with #GNT as the latest token added to the @cryptocom card/wallet/app platform 💥

Great to have y…",1169882783474311170,2019-09-06 07:59:25,1,0,   Welcome to   with   as the latest token added to the   card/wallet/app platform 💥  Great to have y…
3,DROP,CryptoAdvocate 🇦🇺,@Cointelegraph - @cryptocom welcomes @golemproject with their #GNT token to the @cryptocom card/wallet/app platform… https://t.co/9Fnh1LiUra,1169879420485562373,2019-09-06 07:46:03,0,0,  -   welcomes   with their   token to the   card/wallet/app platform…
4,DROP,CryptoAdvocate 🇦🇺,"Welcome to @golemproject with #GNT as the latest token added to the @cryptocom card/wallet/app platform 💥

Great to… https://t.co/tAlmJCQGDc",1169879141153329160,2019-09-06 07:44:57,1,1,Welcome to   with   as the latest token added to the   card/wallet/app platform 💥  Great to…
0,DROP,Arb Cruncher,RT @arbiswap: Arbiswap BTC-EDO Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/7Yrh4tLm5K,1169033921985732609,2019-09-03 23:46:21,2,0,   Arbiswap BTC-EDO Arbitrage Deal Alert!    
2,DROP,Caulon,Arbiswap BTC-EDO Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/7Yrh4tLm5K,1169032161128779776,2019-09-03 23:39:21,2,1,Arbiswap BTC-EDO Arbitrage Deal Alert!    
3,DROP,Krypto_Boss,"Binance
#EDO/BTC Stoploss 
Loss: 4.9383% #Binance , #BTC , #Bitcoin , #CryptoCurrency , #CryptoTrading , #CryptoSignals",1168622880541814785,2019-09-02 20:33:01,0,0,"Binance   Stoploss Loss: 4.9383%   ,   ,   ,   ,   ,  "
4,DROP,Krypto_Boss,"Binance
#EDO/BTC All entry targets achieved
Average Buy Price: 0.0000324 #Binance , #BTC , #Bitcoin ,… https://t.co/H1btv3WuhA",1168536600495775744,2019-09-02 14:50:10,0,1,"Binance   All entry targets achieved Average Buy Price: 0.0000324   ,   ,   ,…"
5,DROP,Krypto_Boss,"Buy #EDO/BTC 
 
 Buy Under: 0.00003240 

 Target 1: 0.00003402 
 Target 2: 0.00003564 
 Target 3: 0.00003726 
 
 St… https://t.co/pPHp93DvNK",1168536596301385730,2019-09-02 14:50:09,0,1,Buy    Buy Under: 0.00003240  Target 1: 0.00003402 Target 2: 0.00003564 Target 3: 0.00003726  St…
6,DROP,Krypto_Boss,"BINANCE
#BTC_EDO 
LONG
SL 4.8% #Binance , #BTC , #Bitcoin , #CryptoCurrency , #CryptoTrading , #CryptoSignals",1168536592740433920,2019-09-02 14:50:08,0,1,"BINANCE   LONG SL 4.8%   ,   ,   ,   ,   ,  "
7,DROP,ProjectX - XtradeBOT,"📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-08-30 19:08:38
⌛Sell Date : 2019-08-30 22:23:03
📈Buy : 0.0… https://t.co/oaBOZKpUww",1167533245854101504,2019-08-30 20:23:12,0,0,📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-08-30 19:08:38 ⌛Sell Date : 2019-08-30 22:23:03 📈Buy : 0.0…
8,DROP,Inputspike,"ETH/EDO (Binance) gained 7.56% in the last 20 min. 0.43747276USD, 0.00004294Ƀ $EDO #Eidoo #cryptocurrency https://t.co/tHSSeSa9e3",1166777493048692736,2019-08-28 18:20:06,0,1,"ETH/EDO (Binance) gained 7.56% in the last 20 min. 0.43747276USD, 0.00004294Ƀ $EDO    "
9,DROP,bustops.ng,RT @chukslyonews_: OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video) https://t.co/N9r5OZeryn @Gidi_Traffic @bustopsng @…,1166655432229888003,2019-08-28 10:15:05,1,0,   OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video)        
10,DROP,CHUKS LYON EMPIRE,OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video) https://t.co/N9r5OZeryn @Gidi_Traffic… https://t.co/UQWZdoatKi,1166646636707287040,2019-08-28 09:40:08,1,1,OMG!! See How SARS Assaults A Boy And His Mother In Edo (Watch Video)    
11,DROP,ProjectX - XtradeBOT,"📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-08-27 00:20:46
⌛Sell Date : 2019-08-28 01:29:30
📈Buy : 0.0… https://t.co/eCJlSL5bNk",1166492997900525568,2019-08-27 23:29:37,0,0,📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-08-27 00:20:46 ⌛Sell Date : 2019-08-28 01:29:30 📈Buy : 0.0…
0,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$DIVI (17.52%) up
$XMX (14.29%) up
$KNC (13.15%) up
$CRPT (11.71%) up
$FCT (… https://t.co/J1Rq4znVkr",1169754609998540800,2019-09-05 23:30:06,0,4,Today's top cryptocurrency gainers:  $DIVI (17.52%) up $XMX (14.29%) up $KNC (13.15%) up $CRPT (11.71%) up $FCT (…
1,DROP,Joe Gambiste,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$CENNZ (20.60%) up
$DIVI (14.17%) up
$CRPT (11.71%) up
$NRG (9.69%) up
$STEEM (7…",1169575356342394880,2019-09-05 11:37:49,1,0,   Today's top cryptocurrency gainers:  $CENNZ (20.60%) up $DIVI (14.17%) up $CRPT (11.71%) up $NRG (9.69%) up $STEEM (7…
2,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$CENNZ (20.60%) up
$DIVI (14.17%) up
$CRPT (11.71%) up
$NRG (9.69%) up… https://t.co/NyOiUwGXOy",1169573420570423296,2019-09-05 11:30:07,1,2,Today's top cryptocurrency gainers:  $CENNZ (20.60%) up $DIVI (14.17%) up $CRPT (11.71%) up $NRG (9.69%) up…
3,DROP,ICOLOG,"A Short Yet Comprehensive Guide On Libra — Facebook’s Cryptocurrency...
PRC: $0.343000 (-0.90%) • ROI: -437.32% • H… https://t.co/QHbK4Ak6Vx",1169567251202215938,2019-09-05 11:05:36,0,0,A Short Yet Comprehensive Guide On Libra — Facebook’s Cryptocurrency... PRC: $0.343000 (-0.90%) • ROI: -437.32% • H…
4,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$CRPT (11.71%) up
$LINA (10.23%) up
$MANA (10.14%) up
$ENJ (7.65%) up
$TTC (… https://t.co/0UL4sp9QA5",1169392222669803521,2019-09-04 23:30:06,0,0,Today's top cryptocurrency gainers:  $CRPT (11.71%) up $LINA (10.23%) up $MANA (10.14%) up $ENJ (7.65%) up $TTC (…
5,DROP,Joseph,Airdrop... Cryptocurrency! GET YOURS! https://t.co/wsw6kAPEFQ,1169335708781334528,2019-09-04 19:45:32,0,0,Airdrop... Cryptocurrency! GET YOURS!
6,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$RET (18.28%) up
$VALOR (12.36%) up
$XMX (11.98%) up
$CRPT (11.71%) up
$LINA… https://t.co/SjoSuvPdcS",1169211028393082880,2019-09-04 11:30:06,0,9,Today's top cryptocurrency gainers:  $RET (18.28%) up $VALOR (12.36%) up $XMX (11.98%) up $CRPT (11.71%) up $LINA…
7,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$XMX (15.95%) up
$CRPT (14.75%) up
$VSYS (12.48%) up
$CRPT (11.71%) up
$MAID… https://t.co/AbaQhFn0hd",1169029838365237249,2019-09-03 23:30:07,0,0,Today's top cryptocurrency gainers:  $XMX (15.95%) up $CRPT (14.75%) up $VSYS (12.48%) up $CRPT (11.71%) up $MAID…
8,DROP,ICOLOG,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto… https://t.co/cL9CZDBXWw",1168993465994240002,2019-09-03 21:05:35,0,0,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto…"
10,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$RDD (20.50%) up
$XMX (15.60%) up
$VSYS (13.85%) up
$KMD (13.19%) up
$CRPT (… https://t.co/LvVBJoVtKd",1168848651688534016,2019-09-03 11:30:09,0,7,Today's top cryptocurrency gainers:  $RDD (20.50%) up $XMX (15.60%) up $VSYS (13.85%) up $KMD (13.19%) up $CRPT (…
11,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$DRG (20.34%) up
$XMX (18.63%) up
$FTM (14.87%) up
$GRIN (14.21%) up
$BEAM (… https://t.co/pLbgkrD82T",1168667447504908292,2019-09-02 23:30:06,0,1,Today's top cryptocurrency gainers:  $DRG (20.34%) up $XMX (18.63%) up $FTM (14.87%) up $GRIN (14.21%) up $BEAM (…
13,DROP,Joe Gambiste,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (12.08…",1168307961980231680,2019-09-01 23:41:38,1,0,   Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (12.08…
14,DROP,CoinMarketNews,"Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (1… https://t.co/Ahq2vLvOhG",1168305057684754432,2019-09-01 23:30:06,1,1,Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (1…
0,DROP,cryptonian,"Good to know #moon! 🤑🤑🤑

#btc #eth #xrp #ada #cardano #bitcoin #crypto #cryptocurrency #cryptocurrencies… https://t.co/yKKKHjLvm5",1169880110209519616,2019-09-06 07:48:48,0,2,Good to know   🤑🤑🤑                 currency  currencies…
1,DROP,webnow,#BTC The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.… https://t.co/9iTBiiPeKn,1169878788026429440,2019-09-06 07:43:33,0,0,  The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.…
2,DROP,CryptoManiac_333,Get Your Nexo Card Earlier https://t.co/d76EqHo7e3 via @NexoFinance  interested in earning interest on your CryptoC… https://t.co/ilSoWTDltf,1169772427037032449,2019-09-06 00:40:54,0,0,Get Your Nexo Card Earlier   via    interested in earning interest on your CryptoC…
3,DROP,Macalonzo@MHA67,"RT @stephenchip: IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV",1169562601203916801,2019-09-05 10:47:08,1,0,   IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  
4,DROP,Berminal: Crypto News,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit https://t.co/6ZhDfFzSr6… https://t.co/Y5NdJkf5IV,1169488370713550848,2019-09-05 05:52:10,0,0,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit  …
5,DROP,Chip – XRP Minute | OTC,"IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV",1169406362801102848,2019-09-05 00:26:18,1,3,IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  
6,DROP,tareqalhamadeen,"RT @Albu_Studio: The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio #cryptocurrenc…",1169336200857100292,2019-09-04 19:47:30,1,0,   The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-        
7,DROP,Albu Studio,"The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio… https://t.co/mL4H6ODsZk",1169315854393192448,2019-09-04 18:26:39,1,1,The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-      
8,DROP,Coinhooked,"RT @coins_flare: View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $N…",1169200821877321729,2019-09-04 10:49:33,2,0,   View listing details now on: NEXO listed on Coinexchange       currency $N…
10,DROP,CoinsFlare,"View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $NEXO",1169106187868102657,2019-09-04 04:33:30,2,22,View listing details now on: NEXO listed on Coinexchange       currency $NEXO
11,DROP,Blockmanity,RT @Michael4811: #Banking and #payments. evolving  #paymentsystems - a big ace for #global player #Mastercard in the #crypto -  #creditcard…,1169097948291948547,2019-09-04 04:00:46,2,0,     and   evolving    - a big ace for   player   in the   -   
12,DROP,mark davison,Will bcnex list nexo? #Bcnex $BCNX #Cryptocurrency #Exchange #ICO #ETH #VotingCoin https://t.co/v2SP0I0j5f @Nghiemtructung,1168954502130688007,2019-09-03 18:30:46,0,1,Will bcnex list nexo?   $BCNX              
13,DROP,Topicktea,"RT @topicktea: Dwonload,join and singup ...
#staywithtopick @Curis_Wang
#cryptocurrency #moneycrypto #BTC #USDT #XRP #LTC #BTR #ETH #ETC #c…",1168864898614362112,2019-09-03 12:34:42,1,0,"   Dwonload,join and singup ...                        "
0,DROP,Coinhooked,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ",1169882626414395393,2019-09-06 07:58:48,0,0,   currency  
1,DROP,Coinnounce - Blockchain Entrepreneur Stories,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs",1169879478887018497,2019-09-06 07:46:17,0,0,Massive drop in trading volume on major crypto exchanges      
2,DROP,Cryptodot,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency,1169868457854111746,2019-09-06 07:02:30,0,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        currency
3,DROP,🔗bitsmart.io,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4,1169845223481982976,2019-09-06 05:30:10,0,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        
4,DROP,Dopeless Not Hopeless,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou",1169819081593085952,2019-09-06 03:46:17,0,0, DawaynePerza:  Check out my blog! purchase a   using   Drop me a comment on one of my…
0,CHSB,Arb Cruncher,RT @amruthasuri: Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV,1167950535074312192,2019-09-01 00:01:21,2,0,   Arbiswap BTC-CHSB Arbitrage Deal Alert!     via
2,CHSB,SB,Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV,1167949452448940032,2019-08-31 23:57:03,2,0,Arbiswap BTC-CHSB Arbitrage Deal Alert!     via
3,CHSB,Arb Cruncher,RT @arbiswap: Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn,1167927899283804161,2019-08-31 22:31:24,3,0,   Arbiswap BTC-CHSB Arbitrage Deal Alert!    
5,CHSB,Caulon,Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn,1167924633233838087,2019-08-31 22:18:26,3,0,Arbiswap BTC-CHSB Arbitrage Deal Alert!    
6,CHSB,Startup Feeds,"RT @jmestrella92: ""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech #Wealt…",1167480724699508736,2019-08-30 16:54:30,1,0,"   ""What you are what you do"" Thanks               "
7,CHSB,J.M.Estrella92,"""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech… https://t.co/bVHIcLnDVY",1167480702344060929,2019-08-30 16:54:24,1,0,"""What you are what you do"" Thanks             "
8,CHSB,Oliver,"#Giveaway 
#Shareyourwealth
#chsb
#cryptocurrency 
#CryptoNews 
#btc
#eth

#keepitgoing @pulte @swissborg @SwissborgJ",1167415970366967808,2019-08-30 12:37:11,0,0,                      
